node,host,http_port,shutdown_port,cluster_receiver_port,jvm_route,center,cpu,ram_gb,heap_gb,note
dev-vm,127.0.0.1,8080,8005,,dev1,DEV,32,256,48,Apache+Tomcat 동일 VM 개발용 단일 노드 (풀부하 테스트 시 64)
